django开发工程师,长沙,django,大专,3-5年,"[""Python"", ""Django"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""\u6570\u5b66/\u7edf\u8ba1\u76f8\u5173\u4e13\u4e1a"", """"]","[8000, 13000]",0薪,"[""\u5305\u5403"", ""\u9910\u8865"", ""\u4e94\u9669\u4e00\u91d1"", ""\u80a1\u7968\u671f\u6743"", ""\u5e74\u7ec8\u5956"", ""\u5168\u52e4\u5956""]",招聘者,冯先生招聘者,0,掌信科技发展,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20201102/ffff5131b0b78651ae6f2d4a50c0964c39b6c81a9958724c5bc4ffd2029e4d3c_s.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,天使轮,"[0, 20]",https://www.zhipin.com/job_detail/6d6f4fde6adbb3231XF439u4GVBR.html?lid=62BcsDlWLkg.search.21&securityId=HHudKaCd1HJBG-g1LfNPEqY3u62kqJ-ZBgO1WiDBDD-yvvx2sjNF4HLKtTorJ899X15iFzP35Q2Fgdh3FSnSyMmKouHqLzEP4wwVqMImjQJ97YslXQ~~&sessionId=,https://www.zhipin.com/gongsi/2e0aa0cdaf3892461XN-2N25.html,无
django开发工程师,沈阳,django,本科,6个月,"[""\u540e\u7aef"", ""Python""]","[150, 200]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u514d\u8d39\u73ed\u8f66"", ""\u5e74\u7ec8\u5956"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u901a\u8baf\u8865\u8d34"", ""\u8282\u65e5\u798f\u5229"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u9910\u8865""]",高级攻防部-沈阳队长,佟先生高级攻防部-沈阳队长,1,华晨宝马,"https://img.bosszhipin.com/beijin/mcs/banner/3c71c4f071e8b19d54e920549544a64bcfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",汽车研发/制造,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/24accf2a134adfba1HR_3dS7E1JZ.html?lid=62BcsDlWLkg.search.22&securityId=At64oTsDf6tTt-91ez4Ot3LuzIM05CPpyBmNw8rU-6sPwG6uHULw-ODf-VDMHdJsJ6t04n2Snv4PX9UY3tbIQyOogGsb_MQ5xr_JgL64NK3ZpK-biA~~&sessionId=,https://www.zhipin.com/gongsi/2e0aa0cdaf3892461XN-2N25.html,无
Django开发工程师,成都,django,本科,1-3年,"[""Redis"", ""NoSQL"", ""MongoDB"", ""MySQL"", ""Django"", ""Flask"", """", """"]","[6000, 7000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u5168\u52e4\u5956"", ""\u52a0\u73ed\u8865\u52a9"", ""\u9910\u8865"", ""\u5e74\u7ec8\u5956"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u901a\u8baf\u8865\u8d34"", ""\u5458\u5de5\u65c5\u6e38"", ""\u4ea4\u901a\u8865\u52a9"", ""\u8282\u65e5\u798f\u5229"", ""\u4f4f\u623f\u8865\u8d34""]",招聘者,周先生招聘者,0,金戈工具,"https://img.bosszhipin.com/beijin/upload/com/logo/20190506/2a28c57651c3347906ec18e3bcd3b4d1712124f6b2516ef294fea36f10e6a2bf.png?x-oss-process=image/resize,w_100,limit_0",批发/零售,未融资,"[0, 20]",https://www.zhipin.com/job_detail/77083d05528c44721nJ-2t60EFBU.html?lid=62BcsDlWLkg.search.23&securityId=ggiZjtv3Gl0hi-h1db56IMOHyJsYUnjmkamDa6bgWKeMz-lnjM-Fuc2kSGOJQ8ciEgIJJbQUrm62IdmyFLhkWwvAq6Mz53Tx-y4_cm5cXb5nM_DKemQ~&sessionId=,https://www.zhipin.com/gongsi/2e0aa0cdaf3892461XN-2N25.html,金牛区
django开发工程师,杭州,django,本科,1年以内,"[""Python"", ""Django"", ""Scrapy"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""Python \u5de5\u7a0b\u5e08""]","[6000, 9000]",0薪,"[""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5458\u5de5\u65c5\u6e38"", ""\u5e74\u7ec8\u5956"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669""]",技术总监,邝先生技术总监,0,沉浸数字科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210329/343b1363ec6abe0433ea7711b4defc09cc4201d9016806cf40f00a32ee926d71_s.jpg?x-oss-process=image/resize,w_100,limit_0",广告营销,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/ffb02ff9c299c0591HR42N26GVpU.html?lid=62BcsDlWLkg.search.24&securityId=Iyie6cBvJAjXD-h1HIHEd-OSCkEriDB84ZTpvq-A5wYcrN4W96kbJHI2r76jW81kNKw_mx9HSrlqmlMfEVRFbFC0UgUkwlBEPX0jx3tBieaHrT4j_Q~~&sessionId=,https://www.zhipin.com/gongsi/2e0aa0cdaf3892461XN-2N25.html,西湖区
django开发工程师,北京,django,本科,3-5年,"[""Python"", ""CSS"", ""HTML"", ""django""]","[20000, 25000]",0薪,无,部门经理,冉先生部门经理,0,深圳智镜光学有限...,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",电子商务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/c1abc7183a2ef0623n1_39W4GFY~.html?lid=62BcsDlWLkg.search.25&securityId=Z9Ez1n_BHtrOU-g1oycYedHwMtinDvZJ0de2qxYhaxTvj2J_ieutRyXPES3V1yYrTkcqSHfmDBewDIc7-pZcd7mM-iuWRSn6e0lvKebmWqP4OQ2s&sessionId=,https://www.zhipin.com/gongsi/2e0aa0cdaf3892461XN-2N25.html,大兴区
Python工程师/Django工程师,成都,django,本科,1-3年,"[""Python"", ""Django"", ""Flask"", ""MongoDB"", ""Redis"", ""MySQL""]","[8000, 10000]",0薪,无,招聘者,彭女士招聘者,0,成都霖慕仁轩文化传媒,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20231018/7bf6f160950405e9b487a8d8660fd79be4904ca86c6b6580bf4cd868f23803ca100c5e15d7ff5f9a.png.webp?x-oss-process=image/resize,w_100,limit_0",广告/公关/会展,未融资,"[20, 99]",https://www.zhipin.com/job_detail/fb24a25f3d9ef7d51HZ739q-FVZW.html?lid=62BcsDlWLkg.search.26&securityId=FdgC3kZ8T3Stl-i1MTIeKQZ51CjI9rBt7r9dnPH_yBho9DCSUjVmTzZmnapG0eKg-b3Go4lBZKCHCq5yZmyIAwN0FLR1dMcj_Xx8YfGhN8FXAYL9XNs~&sessionId=,https://www.zhipin.com/gongsi/2e0aa0cdaf3892461XN-2N25.html,双流区
Python/Django开发工程师,西安,django,本科,1-3年,"[""Python"", ""django"", ""Linux""]","[8000, 15000]",0薪,无,行政部经理,陈女士行政部经理,0,斯维智能,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20171221/9e61a0c90a4e5a28f4db0f25da42d31acfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",智能硬件,A轮,"[0, 20]",https://www.zhipin.com/job_detail/1f384deed25674dd1nJz0tW4Els~.html?lid=62BcsDlWLkg.search.27&securityId=KDOKxxUrIqXPG-_1P-3HIIzWYhDECj3wnjhgtm3bx8NOGusl4sUXzVejodkw_kNs7rsceLvDu9EnbARx4MuWYZTJYYsprSTbJhee_hVFNGdUhmC-&sessionId=,https://www.zhipin.com/gongsi/2e0aa0cdaf3892461XN-2N25.html,无
Django开发工程师,青岛,django,本科,3-5年,"[""\u670d\u52a1\u5668\u914d\u7f6e"", ""Django"", ""GIT"", ""PostgreSQL"", ""Redis"", ""\u591a\u8fdb\u7a0b"", """", """"]","[11000, 16000]",13薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u9910\u8865"", ""\u901a\u8baf\u8865\u8d34"", ""\u8282\u65e5\u798f\u5229""]",软件研发总监,薛先生软件研发总监,0,青岛思普润,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190820/6ee8cb83dfcd1b9647d46a8315aa2ad308e42c8750d9a4d1bab997d8d6a0ec8d_s.jpg?x-oss-process=image/resize,w_100,limit_0",环保,D轮及以上,"[100, 499]",https://www.zhipin.com/job_detail/6762033f1ea556af1XV72921FVBU.html?lid=62BcsDlWLkg.search.28&securityId=gbbB8k0Z9ComO-g1qfaLzNOOlacXHFJUF1xw5zt4iuLuRaeWZvjID096luxg09DY0IsVQdp5HA5kzTwHui3Uu6Sjdicesj42-adPvE0id212ycTuyw~~&sessionId=,https://www.zhipin.com/gongsi/2e0aa0cdaf3892461XN-2N25.html,黄岛区
django全棧工程師,汕尾,django,学历不限,3-5年,"[""Python"", ""Django"", ""Pandas"", ""PostgreSQL"", ""\u67b6\u6784\u8bbe\u8ba1\u7ecf\u9a8c"", """"]","[8000, 12000]",0薪,"[""\u8282\u65e5\u798f\u5229"", ""\u5e74\u7ec8\u5956"", ""\u56e2\u5efa\u805a\u9910"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u9910\u8865"", ""\u5305\u5403"", ""\u901a\u8baf\u8865\u8d34"", ""\u52a0\u73ed\u8865\u52a9"", ""\u5168\u52e4\u5956""]",招聘者,蔡先生招聘者,0,汕尾市城区成辉商...,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20211105/7bf6f160950405e9fbdc6690753a28bda806fd6eecdb9881b1c1c0c8168e51cb63331beeb8498a70.jpg?x-oss-process=image/resize,w_100,limit_0",进出口贸易,未融资,"[20, 99]",https://www.zhipin.com/job_detail/8c0872113e6030dd1HVz09-7E1pW.html?lid=62BcsDlWLkg.search.29&securityId=sxZsDiCf4WH09-T1D8R-cdDLgBKqSKIrfLTez2Fk_4faz8XZiSK7SVM-eAl3FmJzRPEJ43krKYL2yCumdq2lRldzq2soLfPAaOyjD3QgYyqKweHclxBV&sessionId=,https://www.zhipin.com/gongsi/2e0aa0cdaf3892461XN-2N25.html,城区
后端工程师 python，django,北京,django,本科,3-5年,"[""Django""]","[15000, 25000]",0薪,"[""\u5e26\u85aa\u5e74\u5047"", ""\u5e74\u7ec8\u5956"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5458\u5de5\u65c5\u6e38"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u4ea4\u901a\u8865\u52a9"", ""\u8282\u65e5\u798f\u5229"", ""\u80a1\u7968\u671f\u6743""]",招聘者,龚先生招聘者,0,拉酷,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20161206/a563dc15f7bba21e12fdd457af2737ad9b5a769b3598da06c0c442f20343ab5c.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/2bb7751155d878031nZ-2ti8EFtZ.html?lid=62BcsDlWLkg.search.30&securityId=fA9X0OdcESD40-C1TFMYVetJ70ofIrV5KpMA5NUtcQaBaHJJ7I19T4PrnCiWPHj6gdo8L3pcyH8cRqqQx34astH7X1RIW4-1Zo5dwlerOhuJ7Uam&sessionId=,https://www.zhipin.com/gongsi/2e0aa0cdaf3892461XN-2N25.html,海淀区
